NAME,OBJECTID,FID,EASTING,NORTHING,LINES,NETWORK,Zone,x,y,Bakerloo,Central,Circle,District,Hammersmith,Jubilee,Metropolitan,Northern,Piccadilly,Victoria,Waterloo,Liberty,Lioness,Mildmay,Suffragette,Weaver,Windrush,Beckton,Woolwich,Lewisham,Wimbeck,Loop,Elizabeth,Weekly passenger count 2024,Useful code
Abbey Road,477,291,539077,183399,n/a,DLR,3,0.005308217,51.5318653,,,,,,,,,,,,,,,,,,9.03,6.03,,,,,26803,"IF(NETWORK Abbey Wood=""Tramlink"","""",INDEX(Table 1::Q,ROW(cell)âˆ’COUNTIF(G$3:G3,""Tramlink""),column-index,area-index))"
Abbey Wood,511,505,,,n/a,Elizabeth Line,4,0.1214,51.491,,,,,,,,,,,,,,,,,,,,,,,21.04,300194,
Acton Central,162,258,520632,180296,n/a,London Overground,3,-0.261566477,51.50821824,,,,,,,,,,,,,,5,,,,,,,,,,33041,
Acton Main Line,501,495,,,n/a,Elizabeth Line,3,-0.2668,51.5171,,,,,,,,,,,,,,,,,,,,,,,15,56182,
Acton Town,204,225,519478,179592,"District, Piccadilly",London Underground,3,-0.278432824,51.50213702,,,,3,,,,,11,,,,,,,,,,,,,,,103940,
Addington Village,421,455,537066,163744,n/a,Tramlink,6,-0.031284121,51.35570988,,,,,,,,,,,,,,,,,,,,,,4,,,
Addiscombe,425,422,534188,166297,n/a,Tramlink,5,-0.07162576,51.37934189,,,,,,,,,,,,,,,,,,,,,516,,,,
Aldgate,84,6,533613,181262,"Metropolitan, Circle",London Underground,1,-0.0742363,51.51398203,,,19,,,,23,,,,,,,,,,,,,,,,,148617,
Aldgate East,249,61,533936,181375,"Hammersmith & City, District",London Underground,1,-0.069540402,51.51491653,,,,25,19,,,,,,,,,,,,,,,,,,,235895,
All Saints,448,170,537979,180993,n/a,DLR,2,-0.011456278,51.51051157,,,,,,,,,,,,,,,,,,,,12.02,,,,36240,
Alperton,13,309,517996,183795,Piccadilly,London Underground,4,-0.298361133,51.54022715,,,,,,,,,11.04,,,,,,,,,,,,,,,55992,
Amersham,284,472,496372,198181,Metropolitan,London Underground,9,-0.606146762,51.67366188,,,,,,,1,,,,,,,,,,,,,,,,,37266,
Ampere Way,406,365,530664,166485,n/a,Tramlink,4,-0.122172554,51.3818536,,,,,,,,,,,,,,,,,,,,,11,,,,
Anerley,349,375,534617,169899,n/a,London Overground,4,-0.06410424,51.411617,,,,,,,,,,,,,,,,,19,,,,,,,23285,
Angel,331,59,531561,183100,Northern,London Underground,1,-0.103116359,51.5309796,,,,,,,,13,,,,,,,,,,,,,,,,264142,
Archway,301,107,529364,186721,Northern,London Underground,2,-0.13344404,51.56403452,,,,,,,,10.03,,,,,,,,,,,,,,,,153792,
Arena,428,366,535194,167627,n/a,Tramlink,4,-0.056679487,51.39105665,,,,,,,,,,,,,,,,,,,,,519,,,,
Arnos Grove,22,310,529355,192498,Piccadilly,London Underground,4,-0.131434823,51.61595478,,,,,,,,,35,,,,,,,,,,,,,,,70967,
Arsenal,21,80,531305,186112,Piccadilly,London Underground,2,-0.105674399,51.55811105,,,,,,,,,29,,,,,,,,,,,,,,,47480,
Avenue Road,432,370,535745,169322,n/a,Tramlink,4,-0.048118188,51.40615963,,,,,,,,,,,,,,,,,,,,,522,,,,
Baker Street,92,14,527955,182064,"Metropolitan, Bakerloo, Circle, Jubilee, Hammersmith & City",London Underground,1,-0.155454387,51.52249387,17,,11,,11,14,15,,,,,,,,,,,,,,,,,456950,
Balham,304,238,528480,173244,Northern,London Underground,3,-0.151090206,51.44310998,,,,,,,,26,,,,,,,,,,,,,,,,211773,
Bank,47,35,532710,181120,"Waterloo & City, Northern, Central",London Underground,1,-0.08729695,51.51291511,,23,,,,,,16,,,2,,,,,,,,,,,,,801559,
Bank (DLR),473,67,532709,181114,n/a,DLR,1,-0.087316571,51.51286207,,,,,,,,,,,,,,,,,,,13,16,,,,---,
Barbican,87,9,532004,181856,"Metropolitan, Circle, Hammersmith & City",London Underground,1,-0.097189673,51.51969921,,,16,,16,,20,,,,,,,,,,,,,,,,,111733,
Barking,200,328,544359,184382,"District, Hammersmith & City",London Underground,4,0.081813552,51.53937511,,,,35,29,,,,,,,,,,,,,,,,,,,326159,
Barking (Overground),368,378,544422,184332,n/a,London Overground,4,0.082703641,51.53890805,,,,,,,,,,,,,,,12,,,,,,,,,---,
Barking Riverside,515,509,,,n/a,London Overground,4,0.114764,51.519108,,,,,,,,,,,,,,,13,,,,,,,,,17421,
Barkingside,62,321,544799,189494,Central,London Underground,4,0.090259547,51.58519895,,29.05,,,,,,,,,,,,,,,,,,,,,,25146,
Barons Court,243,131,524046,178328,"District, Piccadilly",London Underground,2,-0.213088174,51.48978737,,,,9,,,,,14,,,,,,,,,,,,,,,112926,
Battersea Power Station,485,479,,,Northern,London Undergound,1,-0.142198,51.479708,,,,,,,,10.0012,,,,,,,,,,,,,,,,180992,
Bayswater,95,17,525843,180823,"District, Circle",London Underground,1,-0.186322701,51.51181507,,,35,11.0003,,,,,,,,,,,,,,,,,,,,78538,
Beckenham Junction (Tramlink),434,372,537365,169843,n/a,Tramlink,4,-0.024636241,51.41045194,,,,,,,,,,,,,,,,,,,,,524,,,,
Beckenham Road,433,371,536190,169660,n/a,Tramlink,4,-0.04159356,51.40909636,,,,,,,,,,,,,,,,,,,,,523,,,,
Beckton,435,272,543165,181514,n/a,DLR,3,0.063442568,51.51390419,,,,,,,,,,,,,,,,,,1,,,,,,43714,
Beckton Park,436,273,542705,180873,n/a,DLR,3,0.056557435,51.50826026,,,,,,,,,,,,,,,,,,4,,,,,,10340,
Becontree,108,380,547628,184527,District,London Underground,5,0.128978641,51.53983401,,,,37,,,,,,,,,,,,,,,,,,,,62473,
Beddington Lane,404,363,529316,167236,n/a,Tramlink,4,-0.141260885,51.38891199,,,,,,,,,,,,,,,,,,,,,9,,,,
Belgrave Walk,401,360,526809,168456,n/a,Tramlink,4,-0.176840028,51.40044481,,,,,,,,,,,,,,,,,,,,,6,,,,
Belsize Park,310,111,527354,185089,Northern,London Underground,2,-0.163016956,51.54982085,,,,,,,,8,,,,,,,,,,,,,,,,108230,
Bermondsey,291,140,534460,179416,Jubilee,London Underground,2,-0.062745893,51.49718984,,,,,,21,,,,,,,,,,,,,,,,,,146564,
Bethnal Green,53,90,535044,182718,Central,London Underground,2,-0.053074702,51.52672839,,25,,,,,,,,,,,,,,,,,,,,,,35316,
Bethnal Green,130,142,534721,182351,n/a,London Overground,2,-0.057862441,51.52350343,,,,,,,,,,,,,,,,2,,,,,,,,219270,
Birkbeck (Tramlink),431,369,535305,168963,n/a,Tramlink,4,-0.054580141,51.40304289,,,,,,,,,,,,,,,,,,,,,521,,,,
Blackfriars,79,1,531694,180893,"District, Circle",London Underground,1,-0.102020251,51.51111447,,,24,20,,,,,,,,,,,,,,,,,,,,214419,
Blackhorse Lane,426,423,534377,166865,n/a,Tramlink,5,-0.06870387,51.3844061,,,,,,,,,,,,,,,,,,,,,517,,,,
Blackhorse Road,117,206,535761,189370,Victoria,London Underground,3,-0.040174342,51.58633801,,,,,,,,,,14,,,,,,,,,,,,,,193394,
Blackhorse Road,163,259,535796,189387,n/a,London Overground,3,-0.039657577,51.58647957,,,,,,,,,,,,,,,6,,,,,,,,,---,
Blackwall,449,171,538398,180664,n/a,DLR,2,-0.005550544,51.50745237,,,,,,,,,,,,,,,,,,11,8,,,,,30224,
Bond Street,42,34,528491,181118,"Central, Jubilee",London Underground,1,-0.148076884,51.51387033,,17,,,,15,,,,,,,,,,,,,,,,,,806390,
Bond Street,503,497,,,n/a,Elizabeth Line,1,-0.148076884,51.51387033,,,,,,,,,,,,,,,,,,,,,,,17,---,
Borough,329,57,532440,179751,Northern,London Underground,1,-0.091702818,51.50067969,,,,,,,,18,,,,,,,,,,,,,,,,87650,
Boston Manor,217,333,516334,178693,Piccadilly,London Underground,4,-0.32401176,51.494711,,,,,,,,,8,,,,,,,,,,,,,,,30938,
Bounds Green,194,221,529984,191469,Piccadilly,London Underground,3,-0.122731021,51.60656487,,,,,,,,,34,,,,,,,,,,,,,,,91932,
Bow Church,450,172,537393,182829,n/a,DLR,2,-0.01918061,51.52715522,,,,,,,,,,,,,,,,,,,,12.05,,,,61102,
Bow Road,251,137,537090,182736,"District, Hammersmith & City",London Underground,2,-0.02358427,51.52639287,,,,29,23,,,,,,,,,,,,,,,,,,,89585,
Brent Cross,1,208,523874,187934,Northern,London Underground,3,-0.212185251,51.57616797,,,,,,,,5,,,,,,,,,,,,,,,,40091,
Brentwood,393,475,559339,193033,n/a,Elizabeth Line,0,0.301589064,51.61307149,,,,,,,,,,,,,,,,,,,,,,,33,54393,
Brixton,111,75,531052,175429,Victoria,London Underground,2,-0.113288835,51.46215131,,,,,,,,,,1,,,,,,,,,,,,,,434569,
Brockley,344,129,536431,175789,n/a,London Overground,2,-0.035763775,51.46411871,,,,,,,,,,,,,,,,,14,,,,,,,72957,
Bromley-by-Bow,68,216,538050,182524,"District, Hammersmith & City",London Underground,3,-0.009841042,51.52424987,,,,30,24,,,,,,,,,,,,,,,,,,,80320,
Brondesbury,164,153,524760,184467,n/a,London Overground,2,-0.200631035,51.5448108,,,,,,,,,,,,,,9,,,,,,,,,,52811,
Brondesbury Park,165,154,524227,183953,n/a,London Overground,2,-0.208495753,51.54030862,,,,,,,,,,,,,,8,,,,,,,,,,31878,
Bruce Grove,131,253,533800,190100,n/a,London Overground,3,-0.068182034,51.59336509,,,,,,,,,,,,,,,,10,,,,,,,,53155,
Buckhurst Hill,120,382,541778,193891,Central,London Underground,5,0.048455336,51.62548342,,33,,,,,,,,,,,,,,,,,,,,,,38483,
Burnham,491,485,,,n/a,Elizabeth Line,ofz,-0.646,51.524,,,,,,,,,,,,,,,,,,,,,,,5,43279,
Burnt Oak,3,304,520326,190760,Northern,London Underground,4,-0.262398845,51.60233699,,,,,,,,2,,,,,,,,,,,,,,,,66016,
Bush Hill Park,132,403,533690,195389,n/a,London Overground,5,-0.067751096,51.64092455,,,,,,,,,,,,,,,,14,,,,,,,,42466,
Bushey,366,470,511823,195237,n/a,London Overground,8,-0.38369919,51.64433251,,,,,,,,,,,,,3,,,,,,,,,,,11982,
Caledonian Road,19,78,530558,184970,Piccadilly,London Underground,2,-0.116864262,51.54801774,,,,,,,,,27,,,,,,,,,,,,,,,93818,
Caledonian Road & Barnsbury,166,155,530765,184374,n/a,London Overground,2,-0.114106929,51.54261531,,,,,,,,,,,,,,16,,,,,,,,,,42444,
Cambridge Heath,133,143,534856,183270,n/a,London Overground,2,-0.055565622,51.53173049,,,,,,,,,,,,,,,,3,,,,,,,,34050,
Camden Road,167,156,529171,184178,n/a,London Overground,2,-0.137154414,51.54122083,,,,,,,,,,,,,,15,,,,,,,,,,88384,
Camden Town,314,115,528910,183894,Northern,London Underground,2,-0.141016888,51.53872412,,,,,,,,10,,,,,,,,,,,,,,,,405212,
Canada Water,336,122,535475,179472,n/a,London Overground,2,-0.048105945,51.49744864,,,,,,,,,,,,,,,,,11,,,,,,,206351,
Canada Water,290,139,535457,179467,Jubilee,London Underground,2,-0.048372238,51.49740822,,,,,,22,,,,,,,,,,,,,,,,,,---,
Canary Wharf,292,141,537677,180140,Jubilee,London Underground,2,-0.016134819,51.50291749,,,,,,23,,,,,,,,,,,,,,,,,,254451,
Canary Wharf (DLR),451,173,537450,180322,n/a,DLR,2,-0.019337121,51.50461022,,,,,,,,,,,,,,,,,,,,11,,,,298806,
Canary Wharf (Elizabeth line),508,502,,,n/a,Elizabeth Line,2,-0.017931,51.506153,,,,,,,,,,,,,,,,,,,,,,,21.01,665067,
Canning Town,294,233,539428,181377,Jubilee,London Underground,3,0.009568884,51.51360991,,,,,,25,,,,,,,,,,,,,,,,,,265650,
Canning Town (DLR),452,284,539443,181354,n/a,DLR,3,0.009772469,51.51339633,,,,,,,,,,,,,,,,,,9,6,,,,,---,
Cannon Street,81,3,532611,180900,"District, Circle",London Underground,1,-0.088801035,51.51096254,,,22,22,,,,,,,,,,,,,,,,,,,,82787,
Canonbury,168,157,532384,185035,n/a,London Overground,2,-0.090522836,51.54817851,,,,,,,,,,,,,,18,,,2,,,,,,,55715,
Canons Park,286,400,518187,191252,Jubilee,London Underground,5,-0.293102561,51.60721294,,,,,,2,,,,,,,,,,,,,,,,,,44675,
Carpenders Park,169,465,511833,193398,n/a,London Overground,7,-0.384142381,51.62780024,,,,,,,,,,,,,4,,,,,,,,,,,26100,
Centrale,410,412,532066,165786,n/a,Tramlink,5,-0.102295527,51.37525458,,,,,,,,,,,,,,,,,,,,,213,3010,,,
Chadwell Heath,389,408,547676,187607,n/a,Elizabeth Line,5,0.130973337,51.56749975,,,,,,,,,,,,,,,,,,,,,,,29,90681,
Chalfont & Latimer,320,466,499634,197564,Metropolitan,London Underground,8,-0.559159868,51.66754646,,,,,,,2,,,,,,,,,,,,,,,,,34582,
Chalk Farm,313,114,528202,184391,Northern,London Underground,2,-0.151037017,51.54335257,,,,,,,,9,,,,,,,,,,,,,,,,97665,
Chancery Lane,50,38,531124,181615,Central,London Underground,1,-0.109960547,51.5177395,,21,,,,,,,,,,,,,,,,,,,,,,168141,
Charing Cross,229,48,530058,180378,"Bakerloo, Northern",London Underground,1,-0.125777173,51.50686754,21,,,,,,,10.0007,,,,,,,,,,,,,,,,312094,
Chesham,322,471,496079,201633,Metropolitan,London Underground,9,-0.609421076,51.70474175,,,,,,,2.01,,,,,,,,,,,,,,,,,20834,
Cheshunt,134,467,536644,202316,n/a,London Overground,8,-0.022373213,51.70246665,,,,,,,,,,,,,,,,13.04,,,,,,,,20299,
Chigwell,66,325,543795,193021,Central,London Underground,4,0.077229167,51.61715195,,29.09,,,,,,,,,,,,,,,,,,,,,,7160,
Chingford,135,404,539210,194632,n/a,London Overground,5,0.011677573,51.63278212,,,,,,,,,,,,,,,,2.07,,,,,,,,50770,
Chiswick Park,99,202,520293,178724,District,London Underground,3,-0.266981606,51.49415785,,,,4,,,,,,,,,,,,,,,,,,,,44698,
Chorleywood,321,459,502581,196095,Metropolitan,London Underground,7,-0.516985176,51.65380677,,,,,,,3,,,,,,,,,,,,,,,,,31357,
Church Street,413,415,532037,165557,n/a,Tramlink,5,-0.102795537,51.37319514,,,,,,,,,,,,,,,,,,,,,713,2010,,,
Clapham Common,306,109,529505,175338,Northern,London Underground,2,-0.135588991,51.46169503,,,,,,,,24,,,,,,,,,,,,,,,,173240,
Clapham High Street,136,144,529804,175717,n/a,London Overground,2,-0.131145084,51.46503062,,,,,,,,,,,,,,,,,12.04,,,,,,,37330,
Clapham Junction,374,198,527211,175416,n/a,London Overground,2,-0.16856542,51.4629141,,,,,,,,,,,,,,6.05,,,12.06,,,,,,,266146,
Clapham North,307,110,530039,175743,Northern,London Underground,2,-0.127754372,51.4652144,,,,,,,,23,,,,,,,,,,,,,,,,112280,
Clapham South,305,108,528834,174323,Northern,London Underground,2,-0.145610374,51.45272059,,,,,,,,25,,,,,,,,,,,,,,,,136253,
Clapton,137,473,534775,186528,n/a,London Overground,0,-0.055484597,51.56103029,,,,,,,,,,,,,,,,2.02,,,,,,,,48229,
Cockfosters,24,384,528141,196370,Piccadilly,London Underground,5,-0.147553187,51.65103526,,,,,,,,,38,,,,,,,,,,,,,,,31249,
Colindale,2,303,521319,189962,Northern,London Underground,4,-0.248341905,51.59494713,,,,,,,,3,,,,,,,,,,,,,,,,136058,
Colliers Wood,300,235,526788,170368,Northern,London Underground,3,-0.176460893,51.41763979,,,,,,,,29,,,,,,,,,,,,,,,,115049,
Coombe Lane,419,421,535159,164090,n/a,Tramlink,5,-0.058520648,51.35927821,,,,,,,,,,,,,,,,,,,,,,6,,,
Covent Garden,17,28,530251,181025,Piccadilly,London Underground,1,-0.122759938,51.51263471,,,,,,,,,23,,,,,,,,,,,,,,,270929,
Crossharbour,453,174,537927,179309,n/a,DLR,2,-0.012863868,51.49538997,,,,,,,,,,,,,,,,,,,,8,,,,74164,
Crouch Hill,170,260,530590,187513,n/a,London Overground,3,-0.115463356,51.57086778,,,,,,,,,,,,,,,3,,,,,,,,,23727,
Croxley,326,462,507909,195403,Metropolitan,London Underground,7,-0.44019171,51.64658792,,,,,,,5.01,,,,,,,,,,,,,,,,,18046,
Crystal Palace,381,474,534111,170555,n/a,London Overground,0,-0.071128264,51.41763277,,,,,,,,,,,,,,,,,17.01,,,,,,,38814,
Custom House,437,274,540731,180925,n/a,DLR,3,0.028149357,51.50922299,,,,,,,,,,,,,,,,,,7,,,,,,101442,
Custom House,509,503,,,n/a,Elizabeth Line,2,0.028149357,51.50922299,,,,,,,,,,,,,,,,,,,,,,,21.02,179683,
Cutty Sark,454,175,538206,177733,n/a,DLR,2,-0.009463903,51.48115778,,,,,,,,,,,,,,,,,,,,5,,,,152741,
Cyprus,438,275,543331,180860,n/a,DLR,3,0.065567428,51.50798477,,,,,,,,,,,,,,,,,,3,,,,,,45491,
Dagenham East,127,401,550294,185030,District,London Underground,5,0.167617456,51.54364955,,,,39,,,,,,,,,,,,,,,,,,,,57004,
Dagenham Heathway,109,381,549023,184710,District,London Underground,5,0.149158377,51.54110645,,,,38,,,,,,,,,,,,,,,,,,,,104024,
Dalston Junction,342,127,533578,184692,n/a,London Overground,2,-0.07344152,51.5448144,,,,,,,,,,,,,,,,,3,,,,,,,115249,
Dalston Kingsland,171,158,533528,185027,n/a,London Overground,2,-0.074035153,51.54783695,,,,,,,,,,,,,,19,,,,,,,,,,109918,
Debden,124,427,544273,196122,Central,London Underground,6,0.085403181,51.64489405,,35,,,,,,,,,,,,,,,,,,,,,,39669,
Denmark Hill,138,145,532792,176078,n/a,London Overground,2,-0.088015106,51.46758176,,,,,,,,,,,,,,,,,12.03,,,,,,,144795,
Deptford Bridge,455,176,537438,176892,n/a,DLR,2,-0.020845808,51.47378671,,,,,,,,,,,,,,,,,,,,3,,,,62012,
Devons Road,456,177,537639,182257,n/a,DLR,2,-0.015859691,51.52195436,,,,,,,,,,,,,,,,,,,,12.04,,,,48292,
Dollis Hill,254,246,522190,185144,Jubilee,London Underground,3,-0.237445148,51.55145847,,,,,,7,,,,,,,,,,,,,,,,,,65587,
Dundonald Road,397,270,524728,170256,n/a,Tramlink,3,-0.206116509,51.41708633,,,,,,,,,,,,,,,,,,,,,2,,,,
Ealing Broadway,203,224,517989,180933,"District, Central",London Underground,3,-0.299418497,51.51449777,,8.02,,1,,,,,,,,,,,,,,,,,,,,332452,
Ealing Broadway (Elizabeth line),500,494,,,n/a,Elizabeth Line,3,-0.299418497,51.51449777,,,,,,,,,,,,,,,,,,,,,,,14,---,
Ealing Common,205,226,518896,180346,"District, Piccadilly",London Underground,3,-0.286555479,51.50903565,,,,2,,,,,11.01,,,,,,,,,,,,,,,42123,
Earl's Court,37,30,525534,178552,"District, Piccadilly",London Underground,1,-0.19157701,51.4914734,,,,11,,,,,15,,,,,,,,,,,,,,,340007,
East Acton,319,120,521721,181198,Central,London Underground,2,-0.245569272,51.51609001,,9,,,,,,,,,,,,,,,,,,,,,,67462,
East Croydon (Tramlink),415,417,532851,165702,n/a,Tramlink,5,-0.09106147,51.37431604,,,,,,,,,,,,,,,,,,,,,513,10,,,
East Finchley,262,249,527222,189184,Northern,London Underground,3,-0.163438627,51.58665344,,,,,,,,10.05,,,,,,,,,,,,,,,,112004,
East Ham,71,326,542463,184275,"District, Hammersmith & City",London Underground,4,0.054454908,51.5388975,,,,34,28,,,,,,,,,,,,,,,,,,,232437,
East India,457,285,538732,180831,n/a,DLR,3,-0.000674542,51.50887121,,,,,,,,,,,,,,,,,,10,7,,,,,88391,
East Putney,102,69,524382,174870,District,London Underground,2,-0.209468663,51.45863492,,,,11.05,,,,,,,,,,,,,,,,,,,,124658,
Eastcote,276,393,511153,187622,"Metropolitan, Piccadilly",London Underground,5,-0.39578946,51.57601384,,,,,,,10.03,,11.09,,,,,,,,,,,,,,,46501,
Edgware,4,383,519550,191940,Northern,London Underground,5,-0.273183711,51.61311251,,,,,,,,1,,,,,,,,,,,,,,,,87052,
Edgware Road (Bakerloo),233,50,527047,181759,Bakerloo,London Underground,1,-0.168645951,51.51996099,15,,,,,,,,,,,,,,,,,,,,,,,74182,
Edgware Road (District & Circle),482,15,527220,181697,"District, Circle",London Underground,1,-0.166170742,51.51936413,,,37,11.0005,,,,,,,,,,,,,,,,,,,,122308,
Edgware Road (Hammersmith & Circle),93,15,527220,181697,"Hammersmith & City, Circle",London Underground,1,-0.166170742,51.51936413,,,10,,10,,,,,,,,,,,,,,,,,,,,
Edmonton Green,139,348,534318,193573,n/a,London Overground,4,-0.059376907,51.62445425,,,,,,,,,,,,,,,,13,,,,,,,,83124,
Elephant & Castle,230,97,531909,179142,"Northern, Bakerloo",London Underground,2,-0.099577259,51.4953253,25,,,,,,,19,,,,,,,,,,,,,,,,306745,
Elm Park,27,430,552542,185716,District,London Underground,6,0.200311564,51.54920911,,,,40,,,,,,,,,,,,,,,,,,,,54791,
Elmers End (Tramlink),429,367,535779,168391,n/a,Tramlink,4,-0.047979561,51.39779044,,,,,,,,,,,,,,,,,,,,,519.01,,,,
Elverson Road,458,178,537877,176280,n/a,DLR,2,-0.014766759,51.46817948,,,,,,,,,,,,,,,,,,,,2,,,,29473,
Embankment,77,41,530419,180396,"District, Bakerloo, Northern, Circle",London Underground,1,-0.120562428,51.50694137,22,,26,18,,,,10.0008,,,,,,,,,,,,,,,,367405,
Emerson Park,140,446,553962,187871,n/a,London Overground,6,0.221721192,51.56818654,,,,,,,,,,,,2,,,,,,,,,,,,5655,
Enfield Town,141,405,532968,196562,n/a,London Overground,5,-0.077733958,51.65163779,,,,,,,,,,,,,,,,15,,,,,,,,47822,
Epping,126,429,546209,201538,Central,London Underground,6,0.115641374,51.69306818,,37,,,,,,,,,,,,,,,,,,,,,,70594,
Euston (Charing Cross),484,43,529498,182668,"Northern, Victoria",London Underground,1,-0.132992071,51.52757668,,,,,,,,10.0002,,,,,,,,,,,,,,,,645660,
Euston (Bank),197,43,529498,182668,"Northern, Victoria",London Underground,1,-0.132992071,51.52757668,,,,,,,,11,,,,,,,,,,,,,,,,,
Euston,377,68,529608,182690,n/a,London Overground,1,-0.131403702,51.52774704,,,,,,,,,,,,,19,,,,,,,,,,,59809,
Euston Square,90,12,529417,182393,"Metropolitan, Circle, Hammersmith & City",London Underground,1,-0.134270582,51.52512499,,,13,,13,,17,,,,,,,,,,,,,,,,,242175,
Fairlop,63,322,544936,190595,Central,London Underground,4,0.092688126,51.59505439,,29.06,,,,,,,,,,,,,,,,,,,,,,19087,
Farringdon,88,10,531560,181874,"Metropolitan, Circle, Hammersmith & City",London Underground,1,-0.103582415,51.51996102,,,15,,15,,19,,,,,,,,,,,,,,,,,863400,
Farringdon,505,499,,,n/a,Elizabeth Line,1,-0.103582415,51.51996102,,,,,,,,,,,,,,,,,,,,,,,19,---,
Fieldway,424,458,537684,163173,n/a,Tramlink,6,-0.022640017,51.3504305,,,,,,,,,,,,,,,,,,,,,,3,,,
Finchley Central,7,306,525278,190668,Northern,London Underground,4,-0.190951925,51.60043321,,,,,,,,10.06,,,,,,,,,,,,,,,,134860,
Finchley Road,299,106,526220,184716,"Metropolitan, Jubilee",London Underground,2,-0.179489511,51.54672589,,,,,,11,14,,,,,,,,,,,,,,,,,151800,
Finchley Road & Frognal,172,159,526063,185057,n/a,London Overground,2,-0.181637018,51.54982406,,,,,,,,,,,,,,11,,,,,,,,,,46622,
Finsbury Park,207,93,531330,186775,"Piccadilly, Victoria",London Underground,2,-0.105068129,51.56406609,,,,,,,,,30,11,,,,,,,,,,,,,,441280,
Forest Gate,384,268,540470,185339,n/a,Elizabeth Line,3,0.02615387,51.54895648,,,,,,,,,,,,,,,,,,,,,,,24,113121,
Forest Hill,346,242,535400,172936,n/a,London Overground,3,-0.051690278,51.43872534,,,,,,,,,,,,,,,,,16,,,,,,,57092,
Fulham Broadway,244,132,525455,177302,District,London Underground,2,-0.193168686,51.48025536,,,,11.02,,,,,,,,,,,,,,,,,,,,147019,
Gallions Reach,439,276,543872,180929,n/a,DLR,3,0.073386821,51.50846722,,,,,,,,,,,,,,,,,,2,,,,,,40658,
Gants Hill,59,318,543274,188430,Central,London Underground,4,0.067825538,51.57602949,,29.03,,,,,,,,,,,,,,,,,,,,,,103003,
George Street,414,416,532408,165587,n/a,Tramlink,5,-0.097458992,51.37338118,,,,,,,,,,,,,,,,,,,,,613,1010,,,
Gidea Park,391,452,552906,189285,n/a,Elizabeth Line,6,0.2071101,51.58117713,,,,,,,,,,,,,,,,,,,,,,,31,56675,
